image,caption
4905777485.jpg, Two women wearing sunglasses are standing by the side of the road and the one wearing a skirt is holding up a stop sign with the word eating taped to it .
4905777485.jpg, White women with blond-hair with rolling stone shirt laughs with dark-haired woman wearing a red skirt .
4905777485.jpg," Stop sign with an "" eating "" sticker below it and two girls standing beside it ."
4905777485.jpg, Two women laugh at a joke on a stop sign .
4905777485.jpg, Two girls have fun under a stop sign .
4906594388.jpg," An elderly man with a long white beard , wearing a blue sweater and blue jeans , pushes a red cart filled with cardboard and plastic bags , through a city neighborhood ."
4906594388.jpg, A man with a large white beard is pushing a cart full of trash bags and cardboard down a sidewalk .
4906594388.jpg, An old man with a white beard pushes a cart full of bags and boxes along a sidewalk .
4906594388.jpg, This guy is pushing a cart full of things .
4906594388.jpg, Man pushing his cart with personal items .
4906687225.jpg, Black man playing plastic tub drums on the side of a street on a hot day .
4906687225.jpg, A shirtless African man plays his buckets with his pair of drumsticks .
4906687225.jpg, A shirtless black man is playing drums on some white buckets .
4906687225.jpg, A shirtless street performer plays his improvised drums .
4906687225.jpg, A man playing drums on upside down jugs .
490870.jpg, A long journey has a small child passed out in a caring adult 's lap .
490870.jpg, Blond children sleep on an adults lap as they ride on a bus .
490870.jpg, Two blond-haired children are asleep on some kind of vessel .
490870.jpg, Two children sleep on a man 's lap .
490870.jpg, Two children in bed sleeping .
4908757525.jpg," Woman in a brightly colored dress standing in the rain holding a purse , a stuffed animal and a plaid umbrella ."
4908757525.jpg," A young lady in a colorful dress , holds a white stuffed animal stands in the rain hold a plaid umbrella ."
4908757525.jpg," A woman in a brightly colored dress stands in the rain holding an umbrella , purse , and stuffed animal ."
4908757525.jpg," A woman in a dress , holding a stuffed animal , purse and umbrella , standing in the rain ."
4908757525.jpg, Woman standing in the rain with an umbrella and a stuffed animal .
4909077063.jpg," A smiling black woman with glasses stands in front of a window , with a city street scene reflected on the window ."
4909077063.jpg, A smiling black woman wearing a headscarf standing in front of reflecting window .
4909077063.jpg," A black woman with a scarf on her head stands on a sidewalk , smiling ."
4909077063.jpg, The woman is wearing a pair of eyeglasses and a bandanna .
4909077063.jpg, Life have been very good to me .
4909342623.jpg, A woman in a black dress walks down a street at night past a wall with orange and black fixtures .
4909342623.jpg, A woman wearing a black dress and black tights is walking down a sidewalk .
4909342623.jpg, A woman in a black dress walks down the sidewalk .
4909342623.jpg, A young lady is walking in the street .
4909342623.jpg, Woman walking in an evening street .
4909512111.jpg, Two people ride a motorcycle on a city street in front of a cafe with outdoor seats .
4909512111.jpg, two people riding a motorcycle together on a sunny day .
4909512111.jpg, Two men are riding on a motorcycle down a road .
4909512111.jpg, Two men ride a motorcycle past an restaurant .
4909512111.jpg, Two people riding a motorcycle .
4909614126.jpg," A modest popcorn cart with the Spanish text "" El Rey de las Palomitas "" and a yellow umbrella is attended by a woman at night in a city scene ."
4909614126.jpg, A Hispanic popcorn vendor on a street corner at night .
4909614126.jpg, A woman eats popcorn from her popcorn stand .
4909614126.jpg, A street vendor sells popcorn in a mall .
4909614126.jpg, A street vendor is selling people corn .
4910373302.jpg, A woman and her daughter seated at a table in the library reading a book together .
4910373302.jpg, Lady in the black shirt is holding the book .
4910373302.jpg, A lady and young girl read a book .
4910373302.jpg, A woman is reading with a child .
4910373302.jpg, A woman reads to her child .
4910374312.jpg," A toddler , whilst sitting in a stroller , is perplexed by a Korean child 's book ."
4910374312.jpg, A blond little boy is wearing a green shirt and holding a book upside down .
4910374312.jpg, A blond boy is sitting in a stroller holding a Korean language book .
4910374312.jpg, A boy in a stroller is wearing a green shirt and holding a book .
4910374312.jpg, A picture of two little boys holding books .
4910842410.jpg," People walking through the park some staring at the fountain , and a couple holding hands ."
4910842410.jpg, People are walking in a park with manicured hedges along the walkway .
4910842410.jpg, A man and woman are holding hands as they walk down the street .
4910842410.jpg, Pedestrians stroll down gardened walkway .
4910842410.jpg, A busy outdoor park in europe .
4911436510.jpg, The volleyball player reaches up with his fist to knock back the approaching ball .
4911436510.jpg, A college male volleyball player wearing orange hits the ball over the net .
4911436510.jpg, A volleyball player is punching the ball over the net .
4911436510.jpg, A volleyball player striking a volleyball .
4911436510.jpg, A white man playing volleyball .
4912320463.jpg, An artist sits with several paintings on a sidewalk in front of an abandoned store .
4912320463.jpg, A street artist is surrounded by his artwork while sitting and painting .
4912320463.jpg," A man painting in front of a storefront , his paintings are displayed ."
4912320463.jpg, Street vendor painting pictures .
4912320463.jpg, A man is painting on a sidewalk .
4912348669.jpg, An obese white male wearing a blue shirt and khaki shorts sits in front of fountain all while gabbing on phone .
4912348669.jpg, A man uses his cellphone besides a fountain with some philosophy scrawled on its steps .
4912348669.jpg, A large man is sitting in front of a fountain statue while talking on a phone .
4912348669.jpg, A man is talking on his cellphone in front of a fountain .
4912348669.jpg, A man is sitting near a statue .
4912431886.jpg," A window-washer , dangling from a cord and carrying a white bucket , works on the windows of a red brick building which is labeled with the word "" BUILDING "" on a carved lintel ."
4912431886.jpg, A man hanging from a rope washes the windows of a red brick building .
4912431886.jpg, A man is washing the windows of a brick building .
4912431886.jpg, A man washing windows on a red brick building .
4912431886.jpg, A window cleaner is repelling down a building .
4912684155.jpg, Four ladies are sitting on a bench while 3 are stand close by .
4912684155.jpg, An elderly group of ladies sitting and standing by a bench .
4912684155.jpg, A group of elderly women gather around on a park bench .
4912684155.jpg, A group of females are sitting down on a bench .
4912684155.jpg, About six older women sit at a bench and talk .
4914411263.jpg, A man is selling italian sausages and bratwurst at a vendor stand on the street .
4914411263.jpg, A man with brown pants is selling food from a mobile vending grill .
4914411263.jpg, A vendor making hotdogs on the sidewalk .
4914411263.jpg, A man standing next to a hotdog stand .
4914411263.jpg, Man working behind a hotdog stand .
4914567687.jpg, A man wearing a blue ball cap is walking past the Eden Farm store at night .
4914567687.jpg, Someone walks past an open grocery store at night .
4914567687.jpg, Eden Farm Groceries offers free delivery .
4914567687.jpg, A man walking in front of a store .
4914567687.jpg, A store is open at nighttime .
4914829251.jpg," A view of bicyclists on a city street , riding in both directions , with red reflective safety cones dividing the two lanes ."
4914829251.jpg," Bikers participate in a two way street ride , with lanes separated by yellow cones ."
